student id,Gender,Aptitude Test,GRE Score,University Ranking,GPA Range,Out of State Flag,Housing,Non-Traditional Student,Campus Name,Program,Session,Race,Country,Financial Aid,Transfer Student,Full-Time
247-03-8799,Female,GRE,313.0,Bottom Half,2.50-2.99,No,College Owned/Operated,No,Trine UniversityTrine University-Detroit MI Regional Ctr,TESOL,SP22,Kazakhs,Kazakhstan,Yes,No,Yes
444-93-4937,Female,GRE,322.0,Top 10,3.75+,No,Off-Campus,No,Bluedata International InstituteBluedata International Institute,TESOL,FA21,Arabs,Saudi Arabia,Yes,No,Yes
927-45-4423,Female,GRE,331.0,Pass,3.25-3.49,Yes,Off-Campus,No,Wilmington University,IELP/MBA,SM22,Voltaiques,Cote D'Ivoire,No,Yes,No
330-39-8232,Male,GRE,317.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Mohawk Valley Community CollegeUtica Campus,MSHI,FA22,Asian,Pakistan,Yes,No,Yes
514-48-3566,Male,GRE,330.0,Top Quarter,3.50-3.74,No,Off-Campus,No,Franklin UniversityFranklin University,IELP/ENVM,SP22,Voltaiques,Cote D'Ivoire,Yes,No,Yes
626-15-9441,Male,GRE,309.0,Bottom Half,3.25-3.49,No,College Owned/Operated,No,Taylor Business InstituteTaylor Business Institute,IELP/UG,SP22,Arabs,Saudi Arabia,Yes,No,Yes
565-53-6155,Female,GRE,309.0,Bottom Half,3.50-3.74,No,College Owned/Operated,No,American English Language Institute,IELP/MBA,FA22,Kinh,Vietnam,Yes,No,No
273-42-5033,Male,GRE,335.0,Bottom Half,3.00-3.24,No,College Owned/Operated,No,University of MissouriMissouri University of Science and Techn,IELP/UNDG,FA22,Chhetri ,Nepal,Yes,No,Yes
776-34-6775,Male,GRE,325.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Rockford UniversityRockford University,MSESHM,FA22,African,Congo,Yes,No,Yes
152-17-1290,Female,GRE,323.0,Top Half,3.25-3.49,Yes,College Owned/Operated,Yes,University of North TexasUniversity of North Texas,IELP/MSESHM,SM22,Kazakhs,Kazakhstan,Yes,No,No
739-83-1691,Female,GRE,317.0,Pass,2.50-2.99,Yes,Off-Campus,No,International Language Academy of Washington D.C.International Language Academy,UG,FA21,Arabs,Saudi Arabia,No,Yes,No
738-19-2799,Female,GRE,306.0,Top Half,3.50-3.74,No,College Owned/Operated,No,Central Michigan UniversityCentral Michigan University,MSHI,SP22,Filipino,Philippines,Yes,No,Yes
507-20-4148,Female,GRE,304.0,Top Half,3.00-3.24,No,College Owned/Operated,No,University of Fairfax,EDUC,SP22,Asian,China,Yes,No,No
535-75-3231,Male,GRE,312.0,Pass,3.25-3.49,Yes,Off-Campus,Yes,SDSU Global CampusSan Diego State University,IELP/MBA,SP22,Kinh,Vietnam,No,Yes,No
500-32-9890,Male,GRE,301.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Wilmington UniversityWilson Graduate Center,IELP/MBA,FA22,Kazakhs,Kazakhstan,Yes,No,Yes
973-73-8980,Male,GRE,313.0,Bottom Half,1.0-1.99,No,Off-Campus,No,Seminole State College of FloridaHeathrow Center,MAE,FA21,White British,United Kingdom,No,Yes,Yes
825-44-4369,Not Disclosed,GRE,321.0,Bottom Half,3.50-3.74,No,College Owned/Operated,No,Harrisburg University of Science & TechnologyHarrisburg University of Science & Tech,IELP/UNDG,SM22,White British,United Kingdom,Yes,No,Yes
073-10-7223,Male,GRE,315.0,Top Quarter,2.50-2.99,No,College Owned/Operated,No,University of MissouriMissouri University of Science and Techn,MBA,SM22,African,Congo,Yes,No,Yes
574-73-8650,Female,GRE,307.0,Top Half,3.75+,No,College Owned/Operated,No,University of the PotomacUniversity of the Potomac,IELP/ENVM,SM22,Kazakhs,Kazakhstan,Yes,No,Yes
526-95-6855,Female,GRE,328.0,Top Quarter,2.50-2.99,No,College Owned/Operated,No,Lindsey Wilson College,MSASA,SP22,Asian,Pakistan,Yes,No,No
396-80-5850,Male,GRE,293.0,Bottom Half,3.00-3.24,No,Off-Campus,No,Trine UniversityTrine University-Detroit MI Regional Ctr,MBA,FA22,Arabs,Saudi Arabia,Yes,No,Yes
897-31-1992,Male,GRE,295.0,Top Half,3.50-3.74,No,College Owned/Operated,No,Piedmont Technical College,MHSI,SP22,Chhetri ,Nepal,Yes,No,Yes
500-62-7414,Female,GRE,327.0,Top Half,3.25-3.49,No,College Owned/Operated,No,Indiana Wesleyan UniversityIWU- Florence Education Center,IELP/TESOL,FA22,Arabs,Morocco,Yes,No,Yes
321-77-8242,Male,GRE,304.0,Top Half,3.75+,No,College Owned/Operated,No,Houston Community College SystemSystem Administration Office,IELP/ENVM,FA22,White Irish,Ireland,Yes,No,Yes
825-62-7844,Female,GRE,326.0,Top Half,2.50-2.99,No,College Owned/Operated,No,American Language AcademyALA Greensboro,IELP/MSASA,SP22,Asian,China,Yes,Yes,Yes
684-65-2067,Female,GRE,292.0,Bottom Half,2.0-2.49,No,College Owned/Operated,No,SDSU Global CampusSan Diego State University,MSESHM,SM22,Arabs,Morocco,No,Yes,Yes
489-88-0994,Male,GRE,315.0,Top Half,2.50-2.99,No,College Owned/Operated,No,University of New Haven,MSHI,SM22,White British,United Kingdom,Yes,No,No
827-99-8328,Male,GRE,320.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Harrisburg University of Science & Technology,IELP,FA22,Kazakhs,Kazakhstan,Yes,No,Yes
711-75-5478,Female,GRE,331.0,Bottom Quarter,3.25-3.49,No,College Owned/Operated,No,Columbus Techincal College,IELP/UNDG,SM22,Chhetri ,Nepal,Yes,No,Yes
857-61-2225,Male,GRE,312.0,Pass,3.25-3.49,Yes,Off-Campus,No,American English CollegeAmerican English College,UG,SP22,Persians,Iran,No,Yes,No
413-21-8853,Female,GRE,327.0,Top Quarter,3.00-3.24,No,College Owned/Operated,No,New England CollegeNew England College - Henniker Campus,ENVM,FA22,Akan ,Ghana,Yes,No,No
337-62-2785,Female,GRE,307.0,Top Quarter,3.75+,No,Off-Campus,No,American English Language Institute,HINF,FA21,African,Congo,Yes,No,Yes
396-98-5591,Male,GRE,316.0,Bottom Half,3.50-3.74,No,College Owned/Operated,No,University of BridgeportUniversity of Bridgeport,IELP ,SP22,Filipino,Philippines,Yes,No,Yes
613-79-1344,Female,GRE,297.0,Pass,3.25-3.49,Yes,Off-Campus,No,North American UniversityNorth American University,IELP/EDUC,FA21,White British,United Kingdom,No,Yes,No
220-29-0797,Female,GRE,290.0,Bottom Quarter,3.50-3.74,No,College Owned/Operated,No,University of BridgeportUniversity of Bridgeport,MSESHM,SM22,Chhetri ,Nepal,Yes,No,Yes
282-83-0722,Male,GRE,320.0,Pass,1.0-1.99,No,Off-Campus,No,California Preparatory CollegeCalifornia Preparatory College,MSHI,SM22,Arabs,Saudi Arabia,No,Yes,Yes
117-24-7886,Male,GRE,291.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Old Dominion UniversityOld Dominion University,MAE,FA21,White Irish,Ireland,Yes,No,Yes
691-43-8062,Female,GRE,313.0,Top Half,2.50-2.99,No,Off-Campus,No,North American UniversityNorth American University,IELP/HINF,FA21,White British,United Kingdom,Yes,No,Yes
662-06-0824,Male,GRE,310.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Grand Valley State UniversityAllendale Campus,MHSI,FA21,Voltaiques,Cote D'Ivoire,Yes,No,Yes
687-58-1751,Female,GRE,300.0,Pass,2.0-2.49,Yes,Off-Campus,No,Texas A&M University-CommerceTexas A&M University-Commerce,TESOL,SP22,Asian,China,No,Yes,No
983-04-4521,Female,GRE,293.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Eastern Michigan UniversityEastern Michigan University,IELP/UG,SP22,Asian,India,Yes,No,No
566-56-9496,Female,GRE,290.0,Pass,3.00-3.24,Yes,Off-Campus,No,Wilmington University,ENVM,FA22,Asian,China,No,Yes,No
987-50-1517,Female,GRE,316.0,Pass,3.00-3.24,Yes,Off-Campus,No,Wayne State CollegeWayne State College,IELP/UNDG,FA22,Arabs,Saudi Arabia,No,Yes,No
064-68-6737,Female,GRE,305.0,Top 10,3.50-3.74,No,College Owned/Operated,No,Community College of VermontCCV Winooski,HINF,FA22,Chhetri ,Nepal,Yes,No,No
968-08-5172,Male,GRE,295.0,Pass,3.25-3.49,Yes,Off-Campus,No,Grand Valley State UniversityAllendale Campus,IELP/MBA,FA21,Voltaiques,Cote D'Ivoire,No,Yes,No
986-19-7976,Female,GRE,311.0,Top Half,3.00-3.24,Yes,College Owned/Operated,No,International Language Academy of Washington D.C.International Language Academy,IELP/UNDG,FA21,Asian,India,Yes,No,No
410-03-3876,Female,GRE,318.0,Bottom Half,3.00-3.24,No,College Owned/Operated,No,ASA College - Manhattan Extension Center,MSHI,SM22,Kinh,Vietnam,Yes,No,Yes
405-26-3605,Male,GRE,311.0,Top Quarter,3.00-3.24,Yes,College Owned/Operated,Yes,Wilmington UniversityWilson Graduate Center,TESOL,SM22,Kazakhs,Kazakhstan,Yes,No,Yes
740-13-4103,Male,GRE,298.0,Top Quarter,2.50-2.99,No,College Owned/Operated,No,Christian Brothers UniversityChristian Brothers University,MSHI,FA22,Voltaiques,Cote D'Ivoire,Yes,No,Yes
592-53-8599,Female,GRE,311.0,Bottom Half,3.25-3.49,No,College Owned/Operated,No,American Language AcademyALA Greensboro,IELP,FA22,Arabs,Saudi Arabia,Yes,No,No
911-74-9115,Male,GRE,321.0,Bottom Half,2.50-2.99,No,Off-Campus,No,Wayne County Community College DistrictWayne County Community College District,IELP/MSASA,FA22,African,Congo,Yes,No,No
371-50-7536,Female,GRE,300.0,Top Half,3.50-3.74,Yes,College Owned/Operated,No,Park UniversityPark University,IELP,SM22,Kinh,Vietnam,Yes,No,Yes
663-26-1521,Female,GRE,299.0,Bottom Half,2.50-2.99,No,College Owned/Operated,No,University of the PacificSan Francisco,IELP/MBA,FA21,Asian,China,Yes,No,Yes
559-47-0924,Female,GRE,302.0,Pass,3.50-3.74,No,Off-Campus,No,Language Systems International,MSASA,SM22,African,Congo,Yes,Yes,No
019-51-4459,Male,GRE,296.0,Pass,3.00-3.24,Yes,Off-Campus,No,The University of ToledoThe University of Toledo - Main Campus,UNDG,FA22,Voltaiques,Cote D'Ivoire,No,Yes,No
479-30-7176,Female,GRE,324.0,Pass,1.0-1.99,Yes,Off-Campus,No,Western Illinois UniversityWestern Illinois University,MSHI,FA22,Voltaiques,Cote D'Ivoire,No,Yes,No
814-04-9779,Female,GRE,335.0,Pass,3.25-3.49,Yes,Off-Campus,No,University of North Carolina at CharlotteUniv. of North Carolina at Charlotte,MHSI,SP22,White British,United Kingdom,No,Yes,No
242-02-4118,Female,GRE,306.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Gulf Language SchoolNorth American University,UG,FA22,Asian,India,Yes,No,Yes
861-27-5159,Male,GRE,313.0,Top Half,3.75+,No,College Owned/Operated,No,University of South CarolinaUniversity of South Carolina-Columbia,IELP/TESOL,FA22,White Irish,Ireland,Yes,No,No
182-14-3156,Male,GRE,302.0,Pass,1.0-1.99,Yes,Off-Campus,No,New York English Academy,IELP/MSESHM,SM22,White Irish,Ireland,No,Yes,No
382-96-6260,Male,GRE,332.0,Pass,3.00-3.24,Yes,Off-Campus,No,"University of Maryland, Baltimore CountyUniversity of Maryland, Baltimore County",IELP,SP22,Asian,China,No,Yes,No
135-64-3475,Female,GRE,323.0,Bottom Half,3.00-3.24,No,College Owned/Operated,No,Lindsey Wilson CollegeLindsey Wilson College,IELP/UG,FA21,Voltaiques,Cote D'Ivoire,Yes,No,Yes
683-21-8558,Male,GRE,292.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Seminole State College of FloridaHeathrow Center,MHSI,FA22,Akan ,Ghana,Yes,No,Yes
720-53-9601,Male,GRE,305.0,Top Half,3.25-3.49,No,College Owned/Operated,No,Brookdale Community College,ENVM,FA22,Akan ,Ghana,Yes,No,No
260-66-1996,Male,GRE,313.0,Pass,2.50-2.99,Yes,Off-Campus,No,Washington University of VirginiaWashington Campus,IELP ,SP22,Asian,Pakistan,No,Yes,No
455-62-8305,Trans,GRE,323.0,Top Half,3.25-3.49,No,College Owned/Operated,No,Gulf Language SchoolNorth American University,IELP/MSASA,FA22,Indo-Aryan,Bangladesh,Yes,No,No
948-84-5220,Female,GRE,301.0,Pass,3.25-3.49,Yes,Off-Campus,No,Texas A&M University-CommerceTexas A&M University-Commerce,IELP/UG,SP22,White Irish,Ireland,Yes,No,Yes
264-08-7639,Male,GRE,297.0,Bottom Half,3.75+,No,Off-Campus,No,University of the Cumberlands,MAE,FA22,Kinh,Vietnam,Yes,Yes,Yes
538-46-9381,Female,GRE,301.0,Top Half,3.25-3.49,No,College Owned/Operated,No,California Preparatory CollegeCalifornia Preparatory College,IELP/UG,SP22,Voltaiques,Cote D'Ivoire,Yes,No,Yes
118-68-4717,Male,GRE,325.0,Bottom Half,2.50-2.99,No,College Owned/Operated,Yes,Wilmington University,IELP ,FA22,Indo-Aryan,Bangladesh,Yes,No,Yes
962-62-2779,Male,GRE,323.0,Pass,2.0-2.49,No,College Owned/Operated,No,University of the PotomacUniversity of the Potomac,IELP ,SM22,Persians,Iran,No,Yes,Yes
341-76-6374,Female,GRE,318.0,Pass,1.0-1.99,Yes,Off-Campus,No,American Language AcademyALA Greensboro,IELP/MSASA,SM22,Voltaiques,Cote D'Ivoire,No,Yes,No
852-82-8405,Male,GRE,305.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Rockford UniversityRockford University,ENVM,FA22,African,Congo,Yes,No,Yes
980-44-5528,Female,GRE,292.0,Top Half,2.50-2.99,No,College Owned/Operated,No,"Saint Leo University, Inc.",IELP,FA22,White British,United Kingdom,Yes,No,Yes
254-44-6291,Female,GRE,313.0,Top Half,2.50-2.99,No,College Owned/Operated,No,ASA College - Manhattan Extension Center,IELP ,FA22,Chhetri ,Nepal,Yes,No,Yes
186-64-5526,Female,GRE,329.0,Pass,3.00-3.24,Yes,Off-Campus,No,Christian Brothers UniversityChristian Brothers University,MBA,FA22,Indo-Aryan,Bangladesh,No,Yes,No
444-44-1357,Female,GRE,290.0,Pass,2.50-2.99,Yes,Off-Campus,No,ASA CollegeASA College - Manhattan Extension Center,IELP/EDUC,SM22,Asian,China,Yes,No,Yes
748-03-7249,Male,GRE,318.0,Top Half,2.50-2.99,No,Off-Campus,No,Washington University of VirginiaWashington Campus,IELP/EDUC,FA21,White British,United Kingdom,Yes,No,No
399-75-7913,Female,GRE,312.0,Pass,2.50-2.99,Yes,Off-Campus,No,Mohawk Valley Community CollegeUtica Campus,IELP/HINF,SP22,Arabs,Saudi Arabia,No,Yes,No
886-36-1700,Male,GRE,322.0,Top 10,2.50-2.99,No,Off-Campus,No,University of the CumberlandsUniversity of the Cumberlands,IELP/MSASA,FA21,White Irish,Ireland,Yes,No,Yes
490-81-4299,Female,GRE,307.0,Top Quarter,3.00-3.24,No,College Owned/Operated,No,Alliant International University,HINF,SP22,White British,United Kingdom,Yes,No,No
494-35-9052,Male,GRE,290.0,Top Half,3.00-3.24,No,College Owned/Operated,No,New York Institute of TechnologyNYIT - Manhattan Campus,MHSI,FA21,African,Congo,Yes,No,Yes
392-00-4096,Male,GRE,304.0,Pass,3.00-3.24,Yes,Off-Campus,No,ASA CollegeASA College - Manhattan Extension Center,IELP/UG,FA21,Persians,Iran,No,Yes,No
995-07-3564,Female,GRE,313.0,Pass,1.0-1.99,Yes,Off-Campus,No,Mohawk Valley Community CollegeUtica Campus,IELP/UNDG,SM22,Kinh,Vietnam,No,Yes,No
769-92-8733,Female,GRE,295.0,Pass,2.50-2.99,Yes,Off-Campus,No,University of the PacificSan Francisco,IELP ,FA22,Persians,Iran,Yes,No,Yes
964-43-9374,Male,GRE,302.0,Bottom Half,2.50-2.99,No,College Owned/Operated,No,Campbellsville UniversityCampbellsville University - Louisville,UNDG,SP22,Arabs,Jordan,Yes,No,Yes
359-02-2221,Female,GRE,309.0,Pass,3.25-3.49,Yes,Off-Campus,No,Mentora CollegeMentora College,IELP ,FA22,Kazakhs,Kazakhstan,Yes,No,Yes
042-60-9405,Male,GRE,319.0,Top Half,3.00-3.24,No,Off-Campus,No,Southern Arkansas University,IELP,FA22,Voltaiques,Cote D'Ivoire,Yes,No,Yes
228-52-3916,Male,GRE,296.0,Pass,2.50-2.99,Yes,Off-Campus,No,"New York General Consulting, Inc.",IELP/MBA,FA21,Persians,Iran,No,Yes,No
546-72-9689,Female,GRE,322.0,Pass,3.00-3.24,Yes,Off-Campus,No,Dakota State UniversityDakota State University,IELP/MBA,FA21,Chhetri ,Nepal,No,Yes,No
257-04-5243,Female,GRE,328.0,Bottom Quarter,3.50-3.74,Yes,College Owned/Operated,No,University of Mary Hardin-BaylorUniversity of Mary Hardin-Baylor,IELP/UNDG,SM22,Kazakhs,Kazakhstan,Yes,No,No
644-10-0243,Male,GRE,323.0,Pass,2.50-2.99,Yes,Off-Campus,No,American English CollegeAmerican English College,ENVM,SP22,Indo-Aryan,Bangladesh,No,Yes,No
880-68-8493,Male,GRE,328.0,Top Half,3.50-3.74,No,College Owned/Operated,No,Trine UniversityTrine University-Detroit MI Regional Ctr,MHSI,FA22,Chhetri ,Nepal,Yes,No,Yes
348-50-0712,Male,GRE,298.0,Bottom Half,3.00-3.24,Yes,College Owned/Operated,No,The University of Texas at ArlingtonThe University of Texas at Arlington,IELP/MSESHM,FA22,Arabs,Jordan,Yes,No,Yes
330-40-1043,Male,GRE,335.0,Pass,3.00-3.24,Yes,Off-Campus,No,Lewis UniversityLewis University-Main Campus,MHSI,SM22,Arabs,Morocco,Yes,No,Yes
374-22-8534,Female,GRE,315.0,Pass,1.0-1.99,Yes,Off-Campus,No,Harrisburg University of Science & TechnologyHarrisburg University of Science & Tech,IELP,SM22,African,Congo,Yes,No,Yes
774-46-2647,Female,GRE,307.0,Pass,2.50-2.99,Yes,Off-Campus,No,North American UniversityNorth American University,IELP/MBA,FA22,Asian,India,No,Yes,No
937-56-6128,Female,GRE,323.0,Top Half,3.50-3.74,No,College Owned/Operated,No,Trine UniversityTrine University-Detroit MI Regional Ctr,UG,FA21,Kinh,Vietnam,Yes,No,Yes
259-46-9615,Male,GRE,331.0,Top Quarter,3.75+,Yes,College Owned/Operated,No,Lewis UniversityLewis University-Main Campus,UNDG,SM22,Akan ,Ghana,Yes,No,No
685-27-0816,Female,GRE,321.0,Pass,3.00-3.24,Yes,Off-Campus,No,Texas A&M University-CommerceTexas A&M University-Commerce,MBA,FA21,African,Congo,No,Yes,No
633-14-9472,Male,GRE,322.0,Pass,3.25-3.49,Yes,Off-Campus,No,University of CincinnatiUniversity of Cincinnati,MSESHM,FA21,White Irish,Ireland,No,Yes,No
104-87-9893,Male,GRE,301.0,Pass,3.00-3.24,Yes,Off-Campus,No,PC TECH USA & YOU-RI INC d/b/a New York English AcademyNew York English Academy,MSHI,SM22,White Irish,Ireland,No,Yes,No
823-26-7002,Male,GRE,329.0,Pass,3.00-3.24,Yes,Off-Campus,No,Texas A&M University-CommerceTexas A&M University-Commerce,IELP/UG,FA22,Asian,India,No,Yes,No
583-63-5337,Male,GRE,307.0,Pass,2.50-2.99,Yes,Off-Campus,No,St. Cloud State UniversitySt. Cloud State University,IELP/MSASA,SM22,Persians,Iran,Yes,No,Yes
853-71-9005,Female,GRE,294.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Rockford UniversityRockford University,IELP/EDUC,SP22,African,Congo,Yes,No,Yes
382-91-0142,Male,GRE,319.0,Pass,3.25-3.49,Yes,Off-Campus,No,University of the PotomacUniversity of the Potomac1,MSHI,SP22,African,Congo,No,Yes,No
861-07-7195,Female,GRE,332.0,Pass,2.0-2.49,Yes,Off-Campus,No,Park UniversityPark University,EDUC,FA21,Kinh,Vietnam,No,Yes,No
435-47-7035,Male,GRE,314.0,Pass,3.00-3.24,Yes,Off-Campus,Yes,Old Dominion UniversityOld Dominion University,UG,SP22,Asian,China,No,Yes,No
341-01-8111,Male,GRE,312.0,Top Quarter,2.50-2.99,No,College Owned/Operated,No,Wilmington UniversityNew Castle,IELP,FA22,Chhetri ,Nepal,Yes,No,No
783-29-3522,Female,GRE,291.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Underwood UniversityUnderwood University,MHSI,SM22,Filipino,Philippines,Yes,No,Yes
336-78-5282,Male,GRE,324.0,Bottom Half,3.00-3.24,No,College Owned/Operated,No,Trine UniversityTrine University-Detroit MI Regional Ctr,EDUC,FA21,Arabs,Saudi Arabia,Yes,No,Yes
679-06-9316,Male,GRE,294.0,Top Half,2.50-2.99,No,College Owned/Operated,No,"Saint Leo University, Inc.",ENVM,FA21,Indo-Aryan,Bangladesh,Yes,No,Yes
729-89-5433,Female,GRE,332.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Park UniversityPark University,IELP/EDUC,SM22,Akan ,Ghana,Yes,No,No
110-19-7447,Female,GRE,305.0,Bottom Half,3.00-3.24,No,College Owned/Operated,No,Taylor Business Institute,MSHI,FA21,Kinh,Vietnam,No,Yes,Yes
283-32-5123,Female,GRE,316.0,Pass,2.50-2.99,Yes,Off-Campus,No,Southern Arkansas University,ENVM,SP22,Kazakhs,Kazakhstan,No,Yes,No
906-24-6100,Female,GRE,326.0,Pass,2.50-2.99,Yes,Off-Campus,No,American English CollegeAmerican English College,IELP/UG,FA22,White Irish,Ireland,No,Yes,No
421-04-2404,Male,GRE,304.0,Pass,3.00-3.24,Yes,Off-Campus,No,"New York General Consulting, Inc.",IELP/MSASA,FA21,Kazakhs,Kazakhstan,No,Yes,No
039-94-6648,Male,GRE,318.0,Top Half,3.50-3.74,No,College Owned/Operated,No,Old Dominion UniversityOld Dominion University,IELP ,SM22,White British,United Kingdom,Yes,No,Yes
507-23-3738,Female,GRE,322.0,Pass,3.00-3.24,Yes,Off-Campus,No,Piedmont Technical College,MSASA,FA22,Asian,China,No,Yes,No
149-49-9773,Female,GRE,319.0,Top Half,3.25-3.49,No,College Owned/Operated,No,Taylor Business InstituteTaylor Business Institute,IELP/ENVM,SP22,African,Congo,Yes,No,Yes
559-77-9528,Female,GRE,334.0,Pass,3.25-3.49,Yes,Off-Campus,No,Monroe CollegeMonroe College1,HINF,SM22,Filipino,Philippines,Yes,No,No
055-09-7224,Female,GRE,316.0,Pass,3.00-3.24,Yes,Off-Campus,No,Excel English InstituteExcel English Institute,MSHI,FA21,Filipino,Philippines,No,Yes,No
904-45-7494,Male,GRE,308.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Bluedata International InstituteBluedata International Institute,IELP/UNDG,FA21,Chhetri ,Nepal,Yes,No,No
177-25-3295,Male,GRE,325.0,Bottom Half,3.00-3.24,No,College Owned/Operated,No,Wilmington University,IELP/MBA,SM22,Voltaiques,Cote D'Ivoire,Yes,No,Yes
728-28-1011,Female,GRE,314.0,Pass,3.00-3.24,Yes,Off-Campus,No,Lindsey Wilson CollegeLindsey Wilson College,UNDG,SP22,Arabs,Saudi Arabia,No,Yes,No
429-08-6280,Female,GRE,318.0,Bottom Quarter,2.50-2.99,No,College Owned/Operated,No,Oklahoma Christian UniversityOklahoma Christian University,IELP/HINF,FA22,Arabs,Jordan,Yes,No,Yes
074-48-6952,Male,GRE,334.0,Pass,3.25-3.49,Yes,Off-Campus,No,The University of Texas at ArlingtonThe University of Texas at Arlington,IELP/UNDG,FA21,Asian,India,No,Yes,No
411-26-0748,Female,GRE,328.0,Pass,3.25-3.49,Yes,Off-Campus,No,Grand Valley State UniversityAllendale Campus,IELP/MSESHM,SP22,Arabs,Jordan,No,Yes,No
487-78-7332,Female,GRE,323.0,Pass,3.25-3.49,Yes,Off-Campus,No,ASA CollegeASA College - Manhattan Extension Center,IELP/HINF,FA22,African,Congo,Yes,No,No
605-17-3676,Male,GRE,293.0,Pass,3.25-3.49,Yes,Off-Campus,No,Southern University and A&M CollegeSouthern University - Baton Rouge Campus,HINF,FA21,Kinh,Vietnam,No,Yes,No
108-59-6582,Male,GRE,308.0,Top Quarter,3.75+,No,College Owned/Operated,No,American Language AcademyALA Greensboro,IELP/MBA,SP22,Arabs,Saudi Arabia,Yes,No,Yes
761-59-3105,Male,GRE,318.0,Pass,3.25-3.49,Yes,Off-Campus,No,PC Tech USA & You-Ri INC/ New York English Academy,MSESHM,SP22,Persians,Iran,No,Yes,No
121-29-4948,Male,GRE,331.0,Pass,3.75+,No,College Owned/Operated,No,Oklahoma Christian UniversityOklahoma Christian University,ENVM,FA21,Persians,Iran,No,Yes,Yes
655-51-3756,Female,GRE,301.0,Pass,3.00-3.24,Yes,Off-Campus,No,New England CollegeNew England College - Henniker Campus,ENVM,SP22,Chhetri ,Nepal,No,Yes,No
120-75-6235,Male,GRE,317.0,Pass,3.00-3.24,Yes,Off-Campus,No,Washington University of VirginiaWashington Campus,IELP/TESOL,FA22,Asian,China,No,Yes,No
075-74-8700,Male,GRE,325.0,Pass,1.0-1.99,Yes,Off-Campus,No,Underwood UniversityUnderwood University,MSESHM,SM22,Indo-Aryan,Bangladesh,No,Yes,No
605-18-4087,Female,GRE,297.0,Pass,2.50-2.99,Yes,Off-Campus,No,Computer Systems InstituteSkokie Campus,IELP/UG,SM22,Asian,India,No,Yes,No
389-53-9013,Female,GRE,328.0,Pass,3.25-3.49,Yes,Off-Campus,No,University of the PacificSan Francisco,IELP/MSESHM,SM22,African,Congo,No,Yes,No
812-00-7658,Female,GRE,312.0,Pass,2.50-2.99,Yes,Off-Campus,No,Ivy Tech Community College of IndianaIvy Tech Community Coll - Indianapolis,IELP/EDUC,FA22,White Irish,Ireland,No,Yes,No
743-61-3133,Female,GRE,314.0,Pass,1.0-1.99,Yes,Off-Campus,No,Texas A&M University-CommerceTexas A&M University-Commerce,MSASA,FA21,Arabs,Saudi Arabia,No,Yes,No
691-90-9032,Female,GRE,296.0,Pass,3.00-3.24,Yes,Off-Campus,No,SDSU Global CampusSan Diego State University,HINF,SM22,Filipino,Philippines,No,Yes,No
524-68-4246,Female,GRE,300.0,Top 10,3.50-3.74,No,College Owned/Operated,Yes,North American UniversityNorth American University,IELP/UNDG,FA22,Asian,Pakistan,Yes,No,Yes
198-41-3438,Male,GRE,301.0,Top Quarter,3.00-3.24,No,College Owned/Operated,No,Oakland Community CollegeAuburn Hills Campus,MSESHM,FA22,Filipino,Philippines,Yes,No,Yes
981-01-9822,Female,GRE,314.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Webster UniversityWebster University,IELP/TESOL,FA22,Arabs,Saudi Arabia,Yes,No,No
563-94-1735,Male,GRE,305.0,Top Quarter,3.00-3.24,No,College Owned/Operated,No,Rivier UniversityRivier University,IELP/ENVM,SM22,African,Congo,Yes,No,Yes
648-01-9746,Female,GRE,331.0,Pass,3.25-3.49,Yes,Off-Campus,No,American English Language Institute,IELP/TESOL,FA21,Voltaiques,Cote D'Ivoire,No,Yes,No
207-31-3974,Female,GRE,310.0,Pass,3.00-3.24,Yes,Off-Campus,No,University of Fairfax,IELP ,FA22,Kinh,Vietnam,No,Yes,No
289-33-7500,Female,GRE,327.0,Top 10,2.50-2.99,No,Off-Campus,No,Alliant International University,IELP ,FA22,Arabs,Jordan,No,Yes,Yes
055-71-0157,Female,GRE,301.0,Pass,2.50-2.99,Yes,Off-Campus,No,Old Dominion UniversityOld Dominion University,IELP ,FA21,Persians,Iran,Yes,No,Yes
485-49-1475,Female,GRE,308.0,Pass,2.50-2.99,Yes,Off-Campus,No,Webster UniversityWebster University,ENVM,FA22,Arabs,Saudi Arabia,No,Yes,No
906-88-4926,Female,GRE,317.0,Pass,2.50-2.99,Yes,Off-Campus,No,Taylor Business InstituteTaylor Business Institute,IELP/EDUC,FA21,Arabs,Morocco,No,Yes,No
